account_id,customer_id,iban,product_id,branch_id,currency,status,opened_at,closed_at
ACC0000021,CUST000013,LU15B28VRHQKS0V5ZC3X,PR001,BR010,EUR,CLOSED,2024-02-13T00:32:05+00:00,2024-02-13T00:32:05+00:00
ACC0000022,CUST000014,LU05RHQOH03LPG2YV1A8,PR001,BR010,EUR,CLOSED,2021-03-10T02:38:40+00:00,2021-03-10T02:38:40+00:00
ACC0000023,CUST000015,LU799V47V8OICSGGBJRQ,PR006,BR001,EUR,OPEN,2023-01-07T06:26:23+00:00,
ACC0000024,CUST000016,LU63DIT4QHXLV3BR3T71,PR008,BR005,EUR,OPEN,2021-05-02T04:54:26+00:00,
ACC0000025,CUST000017,LU07HBK6EWVCGDKEL4UF,PR006,BR002,EUR,OPEN,2022-03-22T06:15:21+00:00,
ACC0000026,CUST000018,LU57GSCCUSK8QTD5ZUON,PR004,BR006,EUR,OPEN,2025-01-14T15:56:38+00:00,
ACC0000027,CUST000019,LU34W3Z1ZWREBHO7EZGC,PR005,BR009,EUR,OPEN,2023-03-22T23:43:33+00:00,
ACC0000028,CUST000020,LU19BJ8ANTT5AYMB0T14,PR001,BR008,EUR,OPEN,2022-04-04T00:57:31+00:00,
ACC0000029,CUST000021,LU948PAPXC03PJ4C4P9D,PR005,BR009,EUR,OPEN,2022-01-13T21:54:42+00:00,
ACC0000030,CUST000021,LU69M6FUSTPOAFMLE5EX,PR003,BR003,EUR,OPEN,2022-01-14T09:51:15+00:00,
ACC0000031,CUST000022,LU230UFEDTBEOZ7HB80K,PR002,BR002,EUR,CLOSED,2024-03-03T18:27:58+00:00,2024-03-19T05:20:58+00:00
ACC0000032,CUST000022,LU77IXRKSVSJ2OWW2SNZ,PR007,BR010,EUR,OPEN,2024-01-14T21:03:20+00:00,
ACC0000033,CUST000023,LU58E386Y744IMDL6IID,PR002,BR009,EUR,OPEN,2024-03-30T08:25:02+00:00,
ACC0000034,CUST000023,LU20X4Q8PHN9E04B8TUK,PR001,BR003,EUR,OPEN,2022-01-01T21:11:04+00:00,
ACC0000035,CUST000024,LU67VKUMOLZCPWVXNVAC,PR004,BR002,EUR,OPEN,2022-04-10T19:43:57+00:00,
ACC0000036,CUST000025,LU82P7VYFOVQ2W5945DY,PR005,BR005,EUR,OPEN,2023-05-03T12:22:08+00:00,
ACC0000037,CUST000026,LU71JQ27UH8KSVIJJL8A,PR001,BR002,EUR,OPEN,2025-01-24T17:13:50+00:00,
ACC0000038,CUST000026,LU04QEQQU29F6FZ3PZ8V,PR002,BR005,EUR,OPEN,2025-01-24T17:13:50+00:00,
ACC0000039,CUST000026,LU77WEE1K5MGQQ7EMRVZ,PR007,BR010,EUR,CLOSED,2025-01-24T17:13:50+00:00,2025-01-24T17:13:50+00:00
ACC0000040,CUST000027,LU75CH6481KEC11PPY1Z,PR005,BR009,EUR,CLOSED,2022-12-30T09:52:17+00:00,2022-12-30T09:52:17+00:00
ACC0000041,CUST000028,LU09HIOYD5LT44IPSBJL,PR008,BR010,EUR,OPEN,2023-02-28T10:24:23+00:00,
ACC0000042,CUST000029,LU31H7D2JJ81881OAG0W,PR007,BR001,EUR,OPEN,2025-04-27T08:28:36+00:00,
ACC0000043,CUST000030,LU972LT4OFFJTGOID3MT,PR002,BR005,EUR,OPEN,2024-03-24T15:22:31+00:00,
ACC0000044,CUST000031,LU165T7MY81ZGBR2U1TA,PR007,BR003,EUR,OPEN,2024-09-11T14:13:46+00:00,
ACC0000045,CUST000032,LU72O0L05BNGHTM4EG2B,PR007,BR003,EUR,OPEN,2025-10-06T05:14:54+00:00,
ACC0000046,CUST000033,LU05VL6X940N07IJQ3GJ,PR003,BR004,EUR,OPEN,2021-11-15T06:15:38+00:00,
ACC0000047,CUST000034,LU97AI1ULKIGCUMSFVWK,PR008,BR010,EUR,OPEN,2024-11-02T19:45:58+00:00,
ACC0000048,CUST000035,LU659720VECG5R4KGKH7,PR001,BR004,EUR,OPEN,2025-02-14T21:41:02+00:00,
ACC0000049,CUST000036,LU74F71DZM2PJNVZHNB1,PR003,BR005,EUR,CLOSED,2023-06-02T05:46:23+00:00,2023-06-02T05:46:23+00:00
ACC0000050,CUST000037,LU592ZIUXAUF60MVLHSP,PR004,BR008,EUR,OPEN,2024-05-08T09:44:30+00:00,
ACC0000051,CUST000038,LU287WTGQMYH5ABVNWAI,PR008,BR010,EUR,OPEN,2023-09-12T20:34:08+00:00,
ACC0000052,CUST000038,LU25PL53T1Q26LUQ5WA0,PR007,BR008,EUR,CLOSED,2023-09-12T20:34:08+00:00,2023-09-12T20:34:08+00:00
ACC0000053,CUST000039,LU65XW9R0OZSFK5JP5U3,PR003,BR004,EUR,OPEN,2024-05-02T21:28:30+00:00,
ACC0000054,CUST000039,LU86HVWQ13BM3X8Z751P,PR002,BR010,EUR,OPEN,2024-05-02T21:28:30+00:00,
ACC0000055,CUST000040,LU9510BMSXBQZAT9JO1V,PR006,BR003,EUR,OPEN,2022-06-13T15:10:57+00:00,
ACC0000056,CUST000041,LU352W7BCOYTFDFUXDR7,PR006,BR001,EUR,OPEN,2021-10-29T03:02:10+00:00,
ACC0000057,CUST000041,LU55Y65SFXFYL2A8BSH2,PR004,BR001,EUR,OPEN,2021-10-29T03:02:10+00:00,
ACC0000058,CUST000042,LU52LJ4II1L3XPX2L1DP,PR001,BR006,EUR,OPEN,2025-09-09T00:20:45+00:00,
ACC0000059,CUST000043,LU587PLWZYAKX4DKTVO9,PR008,BR007,EUR,OPEN,2023-07-07T10:53:10+00:00,
ACC0000060,CUST000043,LU66QLGNNRWAU2UID4LY,PR008,BR007,EUR,OPEN,2023-07-07T10:53:10+00:00,
ACC0000061,CUST000044,LU44CDDJQJDI0RZU4RYX,PR006,BR003,EUR,OPEN,2023-03-20T05:07:10+00:00,
ACC0000062,CUST000045,LU95LBUJX6YJKPYX8XJO,PR005,BR010,EUR,OPEN,2024-02-05T18:12:42+00:00,
ACC0000063,CUST000046,LU30G5QQ9X026KGQHELZ,PR006,BR005,EUR,OPEN,2024-03-09T07:26:02+00:00,
ACC0000064,CUST000046,LU38SEBKSO2Y43LCEP2Z,PR003,BR003,EUR,OPEN,2024-04-25T23:14:36+00:00,
ACC0000065,CUST000047,LU36FAKKOIV09MBZUQG8,PR006,BR001,EUR,OPEN,2024-12-16T06:16:47+00:00,
ACC0000066,CUST000048,LU84VE80LXP8S1ITHA3S,PR005,BR008,EUR,OPEN,2021-05-15T07:33:20+00:00,
ACC0000067,CUST000048,LU06Q25HR0KM0M6S55M7,PR001,BR005,EUR,OPEN,2021-05-15T07:33:20+00:00,
ACC0000068,CUST000049,LU99S2AD33QZ92482BMP,PR005,BR003,EUR,OPEN,2023-02-12T03:40:19+00:00,
ACC0000069,CUST000050,LU60TWTEK6IGO5G1B9R6,PR003,BR009,EUR,OPEN,2025-07-28T18:34:26+00:00,
ACC0000070,CUST000051,LU27UU7X0DVGH8Q53S9O,PR004,BR009,EUR,OPEN,2023-07-23T04:37:49+00:00,
ACC0000071,CUST000052,LU552VE23L9LAGNPJ3JT,PR005,BR006,EUR,OPEN,2025-04-03T09:37:44+00:00,
ACC0000072,CUST000053,LU39C0F9NTAOI0TJLDYY,PR004,BR003,EUR,OPEN,2024-02-27T01:54:02+00:00,
ACC0000073,CUST000054,LU45UPAJDU3GGVU55PCC,PR007,BR001,EUR,OPEN,2024-11-13T16:15:38+00:00,
ACC0000074,CUST000055,LU072DH26QAC17GJAUYZ,PR004,BR001,EUR,OPEN,2023-05-05T12:49:47+00:00,
ACC0000075,CUST000055,LU009X3EAPZ5LMZN9GIW,PR002,BR010,EUR,OPEN,2023-05-05T12:49:47+00:00,
ACC0000076,CUST000056,LU53DVV8B8KVOBSJI52T,PR004,BR006,EUR,OPEN,2024-05-06T03:21:46+00:00,
ACC0000077,CUST000057,LU07M084PLF5R4N7QYBD,PR004,BR003,EUR,CLOSED,2022-01-29T12:31:23+00:00,2022-02-09T03:27:54+00:00
ACC0000078,CUST000058,LU478BYHE06Y64LAD4WF,PR001,BR004,EUR,OPEN,2021-06-13T23:16:47+00:00,
ACC0000079,CUST000059,LU42JB1IKT0HQF4WTIPT,PR007,BR009,EUR,CLOSED,2024-10-09T02:16:05+00:00,2024-11-07T09:45:26+00:00
ACC0000080,CUST000060,LU57TKQR98129QMP4KOF,PR003,BR001,EUR,OPEN,2025-08-09T21:26:48+00:00,
ACC0000081,CUST000060,LU531UFKKAKU46VOGLE5,PR001,BR001,EUR,OPEN,2025-08-09T21:26:48+00:00,
ACC0000082,CUST000061,LU13MQVEIW9RWRKQZ7MW,PR007,BR002,EUR,OPEN,2022-03-18T18:57:57+00:00,
ACC0000083,CUST000062,LU491RM3ZOK0VHJ2NE04,PR001,BR003,EUR,CLOSED,2022-02-14T14:25:14+00:00,2022-02-14T14:25:14+00:00
ACC0000084,CUST000063,LU45ITEBW31IFOO30VJ3,PR007,BR008,EUR,OPEN,2021-04-25T15:09:37+00:00,
ACC0000085,CUST000064,LU42OP8NLXZVTNJ39DBF,PR001,BR009,EUR,CLOSED,2025-01-06T10:24:49+00:00,2025-01-06T10:24:49+00:00
ACC0000086,CUST000065,LU585T0AOTNP3AXXN8MC,PR003,BR003,EUR,OPEN,2024-09-29T04:29:39+00:00,
ACC0000087,CUST000065,LU06I3RORW18QOHGLQNN,PR006,BR005,EUR,CLOSED,2022-04-02T20:50:45+00:00,2025-10-10T01:23:06+00:00
ACC0000088,CUST000066,LU608JLBUF3FY40AY8RX,PR008,BR002,EUR,OPEN,2021-07-29T05:16:15+00:00,
ACC0000089,CUST000067,LU47CSFAGNYDH0SFOCZ3,PR007,BR007,EUR,OPEN,2024-04-06T19:42:03+00:00,
ACC0000090,CUST000068,LU35KPLAM8HYTI41CY0V,PR007,BR004,EUR,OPEN,2023-07-09T15:46:35+00:00,
ACC0000091,CUST000069,LU26SZ0F1CF7S5XZFGUY,PR002,BR008,EUR,OPEN,2024-12-25T19:07:52+00:00,
ACC0000092,CUST000069,LU81CEVEXMVLD16VV7C4,PR008,BR004,EUR,OPEN,2024-12-25T19:07:52+00:00,
ACC0000093,CUST000070,LU43W53UCKQ3LACLSLE9,PR005,BR008,EUR,OPEN,2021-02-15T23:33:06+00:00,
ACC0000094,CUST000070,LU01RJU8RL7YM7X6V06V,PR002,BR003,EUR,OPEN,2021-02-15T23:33:06+00:00,
ACC0000095,CUST000070,LU311FGGGRDI6DWL3Q5W,PR007,BR001,EUR,OPEN,2021-02-15T23:33:06+00:00,
ACC0000096,CUST000071,LU35IYEZ454QLIVZY30D,PR004,BR005,EUR,OPEN,2022-08-04T16:56:44+00:00,
ACC0000097,CUST000072,LU65TZ5DO6CEU7ZCN54I,PR007,BR004,EUR,CLOSED,2024-05-30T22:33:06+00:00,2024-05-30T22:33:06+00:00
ACC0000098,CUST000073,LU38AUQ156ZHTU8Q6XDU,PR002,BR001,EUR,OPEN,2023-08-21T18:51:02+00:00,
ACC0000099,CUST000074,LU931G9CNS9Z6ITOO2B4,PR008,BR006,EUR,OPEN,2025-07-23T18:10:00+00:00,
ACC0000100,CUST000075,LU37T4JUS2DE1XJ8G0DA,PR005,BR003,EUR,OPEN,2021-12-21T21:36:26+00:00,
ACC0000101,CUST000075,LU527328UXK16RBE5AMK,PR007,BR007,EUR,OPEN,2021-12-21T21:36:26+00:00,
ACC0000102,CUST000076,LU14SB98QCRWPAFBB0A5,PR006,BR010,EUR,OPEN,2023-08-17T10:31:45+00:00,
ACC0000103,CUST000077,LU321EG9D6U4JWELH6HE,PR008,BR001,EUR,OPEN,2022-04-16T20:40:42+00:00,
ACC0000104,CUST000077,LU86AI6385Q8BR03M6Q1,PR001,BR001,EUR,OPEN,2022-04-16T20:40:42+00:00,
ACC0000105,CUST000078,LU609543SALLCG07EYLL,PR005,BR001,EUR,OPEN,2022-09-07T22:44:06+00:00,
ACC0000106,CUST000079,LU29XTGS105HHWWQVLEX,PR007,BR008,EUR,OPEN,2025-04-02T11:34:49+00:00,
ACC0000107,CUST000080,LU046S1KGRNQEF606V43,PR004,BR009,EUR,OPEN,2025-03-02T05:28:56+00:00,
ACC0000108,CUST000080,LU36JPK4VAF3FQYO1352,PR006,BR005,EUR,OPEN,2025-02-23T18:33:20+00:00,
ACC0000109,CUST000081,LU55Z71WF612ZOJ668RW,PR004,BR001,EUR,OPEN,2024-02-23T11:00:03+00:00,
ACC0000110,CUST000081,LU49PAFMAF84KKCGL7PQ,PR003,BR009,EUR,CLOSED,2024-02-23T11:00:03+00:00,2024-02-23T11:00:03+00:00
ACC0000111,CUST000081,LU58DDE2IPQT8PM6T42P,PR001,BR007,EUR,OPEN,2024-02-23T11:00:03+00:00,
ACC0000112,CUST000082,LU79478GIWRPMBU85VBF,PR003,BR009,EUR,OPEN,2023-11-27T02:02:41+00:00,
ACC0000113,CUST000083,LU323WUHWLG5OMPICX4L,PR006,BR006,EUR,OPEN,2025-01-04T13:37:18+00:00,
ACC0000114,CUST000084,LU71JLL3WSMA9R9KH104,PR003,BR007,EUR,OPEN,2022-08-01T06:57:23+00:00,
ACC0000115,CUST000085,LU77NHHXUFVDSEP3IP0N,PR005,BR009,EUR,OPEN,2021-08-16T22:41:31+00:00,
ACC0000116,CUST000085,LU18FCPD01N2U7LX70XX,PR001,BR009,EUR,OPEN,2021-08-16T22:41:31+00:00,
ACC0000117,CUST000086,LU95T6O8Y781PFX9KF0S,PR001,BR005,EUR,CLOSED,2022-12-24T07:04:20+00:00,2022-12-24T07:04:20+00:00
ACC0000118,CUST000086,LU880HD0AOYMRHCTJ1OC,PR008,BR010,EUR,OPEN,2022-12-24T07:04:20+00:00,
ACC0000119,CUST000087,LU40G4FP7L9ENNZUDP75,PR008,BR008,EUR,OPEN,2023-06-08T11:53:12+00:00,
ACC0000120,CUST000087,LU74XJG93UKDOC4ZIWMW,PR005,BR002,EUR,OPEN,2023-06-08T11:53:12+00:00,
ACC0000121,CUST000088,LU40RMBWTDP2E9PFGG5K,PR008,BR007,EUR,OPEN,2024-02-18T09:03:31+00:00,
ACC0000122,CUST000088,LU64HLL9OFLLPDL9W735,PR002,BR006,EUR,OPEN,2024-02-18T09:03:31+00:00,
ACC0000123,CUST000088,LU24QFSM0O5R888K4HAQ,PR008,BR007,EUR,OPEN,2024-02-18T09:03:31+00:00,
ACC0000124,CUST000088,LU56FDOY49JN573FON7H,PR001,BR004,EUR,OPEN,2024-02-18T09:03:31+00:00,
ACC0000125,CUST000089,LU995XH1F2MPA54KH14J,PR004,BR009,EUR,OPEN,2022-03-08T18:32:45+00:00,
ACC0000126,CUST000090,LU93JIXCUNELYOA3NY5H,PR001,BR001,EUR,OPEN,2021-12-15T17:14:45+00:00,
ACC0000127,CUST000091,LU41S2EO6LSO3WM0O035,PR002,BR001,EUR,OPEN,2022-05-27T14:07:53+00:00,
ACC0000128,CUST000092,LU51IV72HTATI1B5T0HR,PR005,BR009,EUR,OPEN,2022-01-06T18:31:19+00:00,
ACC0000129,CUST000093,LU283Y1T3MKUEO8I02NL,PR002,BR005,EUR,OPEN,2025-03-16T19:29:57+00:00,
ACC0000130,CUST000094,LU98LXIOH6USN6OOA5X2,PR001,BR003,EUR,OPEN,2025-09-30T06:11:08+00:00,
ACC0000131,CUST000094,LU31SER5FZ6I4KO9D1C0,PR005,BR002,EUR,OPEN,2025-09-30T06:11:08+00:00,
ACC0000132,CUST000095,LU531109XS5ALPL0Q3VG,PR006,BR001,EUR,OPEN,2022-05-05T21:05:38+00:00,
ACC0000133,CUST000096,LU97LOTNGS1GGUSRJ7TP,PR001,BR004,EUR,OPEN,2022-05-03T02:44:27+00:00,
ACC0000134,CUST000097,LU60141XP87BJQL8NEHM,PR001,BR002,EUR,CLOSED,2022-11-20T11:32:17+00:00,2023-02-11T22:07:22+00:00
ACC0000135,CUST000097,LU35Q0F79W1UQNT5CX58,PR004,BR003,EUR,OPEN,2024-10-04T15:43:44+00:00,
ACC0000136,CUST000098,LU57Q02AA5QPJE2LSE91,PR003,BR006,EUR,OPEN,2023-03-14T02:59:01+00:00,
ACC0000137,CUST000099,LU93BR677C9CXDIRCLYH,PR008,BR004,EUR,OPEN,2025-04-18T02:13:43+00:00,
ACC0000138,CUST000100,LU74GJUTKWPRCSS3K5W8,PR008,BR003,EUR,OPEN,2022-08-26T10:20:06+00:00,
ACC0000139,CUST000101,LU06EZUP3XVJTEGD0K33,PR001,BR007,EUR,OPEN,2021-07-29T14:26:25+00:00,
ACC0000140,CUST000102,LU51VQXJGP3L3EGTVQAM,PR005,BR007,EUR,OPEN,2022-03-08T06:50:40+00:00,
ACC0000141,CUST000103,LU91ZAJREPS65ETF7749,PR004,BR009,EUR,OPEN,2025-06-17T06:23:46+00:00,
ACC0000142,CUST000103,LU57W5W3AXDKRKAW2356,PR008,BR009,EUR,OPEN,2025-06-17T06:23:46+00:00,
ACC0000143,CUST000103,LU10WEL56OGR3ZIL6VKV,PR007,BR005,EUR,OPEN,2025-06-17T06:23:46+00:00,
ACC0000144,CUST000104,LU71CT6BDH7NUCD4XZ7O,PR008,BR004,EUR,OPEN,2022-07-25T20:07:52+00:00,
ACC0000145,CUST000105,LU904P8BZ773U4NIMZ3I,PR003,BR001,EUR,OPEN,2024-01-21T09:37:08+00:00,
ACC0000146,CUST000105,LU1115TU8LK995NKW2U5,PR003,BR008,EUR,OPEN,2024-01-21T09:37:08+00:00,
ACC0000147,CUST000106,LU20LMPFPTZCVOS4FSZL,PR002,BR004,EUR,OPEN,2025-06-08T03:57:28+00:00,
ACC0000148,CUST000107,LU30JHVPKAJPCTT26GMY,PR002,BR005,EUR,OPEN,2025-06-01T12:33:43+00:00,
ACC0000149,CUST000108,LU18E2E90DW7YITTW6RJ,PR006,BR008,EUR,OPEN,2025-03-21T18:15:44+00:00,
ACC0000150,CUST000109,LU71BZGVO1QO82VDDP6X,PR005,BR005,EUR,CLOSED,2023-05-02T11:10:41+00:00,2024-07-02T12:35:24+00:00
ACC0000151,CUST000110,LU51ZVQQ2Y6FWHO4BULG,PR008,BR003,EUR,OPEN,2023-04-22T12:49:46+00:00,
ACC0000152,CUST000111,LU6734TS0RS0DZLID4T4,PR006,BR009,EUR,OPEN,2022-02-19T03:17:37+00:00,
ACC0000153,CUST000112,LU94QD3AX7F5KCU2PROI,PR004,BR005,EUR,OPEN,2022-06-17T23:10:06+00:00,
ACC0000154,CUST000113,LU31O2583TX3I3E3E55V,PR005,BR009,EUR,OPEN,2024-06-09T19:22:51+00:00,
ACC0000155,CUST000113,LU13NC085WT98STIHZAV,PR002,BR009,EUR,OPEN,2024-05-04T13:47:24+00:00,
ACC0000156,CUST000113,LU54WY07XHIDSTTUC3YO,PR002,BR001,EUR,OPEN,2024-03-20T03:42:41+00:00,
ACC0000157,CUST000114,LU431KG584XC0XJJHM8W,PR008,BR007,EUR,OPEN,2021-06-29T05:54:06+00:00,
ACC0000158,CUST000115,LU49G487PTJF9QFXKVP0,PR002,BR007,EUR,OPEN,2023-12-17T00:40:45+00:00,
ACC0000159,CUST000116,LU416GY2TB2WV2VOKKME,PR006,BR003,EUR,CLOSED,2023-03-23T20:22:13+00:00,2023-03-23T20:22:13+00:00
ACC0000160,CUST000117,LU642UBT6XRAPFE4VXKV,PR001,BR002,EUR,OPEN,2023-12-02T03:58:52+00:00,
ACC0000161,CUST000118,LU77B9M3DWKNQ1QI9LWJ,PR002,BR005,EUR,OPEN,2021-07-18T07:33:23+00:00,
ACC0000162,CUST000119,LU61WH2120UXP1KODT3M,PR006,BR004,EUR,OPEN,2024-03-09T19:05:50+00:00,
ACC0000163,CUST000120,LU44QS77DFNWIQ3JMEXP,PR003,BR009,EUR,CLOSED,2024-02-20T06:21:06+00:00,2024-04-24T18:03:48+00:00
ACC0000164,CUST000121,LU20HEZQX9EPH9RGXXCB,PR007,BR005,EUR,OPEN,2022-05-18T18:14:23+00:00,
ACC0000165,CUST000122,LU19E7IHZ08X4S34IUB4,PR001,BR009,EUR,OPEN,2021-05-23T21:29:08+00:00,
ACC0000166,CUST000123,LU79YEHLSUBKID2W0F5A,PR003,BR008,EUR,OPEN,2025-10-22T19:03:36+00:00,
ACC0000167,CUST000124,LU97T8KLD0IBH31P9JVE,PR005,BR010,EUR,OPEN,2023-03-13T00:00:33+00:00,
ACC0000168,CUST000125,LU831UZN25U3GH3TAOHX,PR003,BR004,EUR,CLOSED,2024-04-01T10:40:14+00:00,2024-04-01T10:40:14+00:00
ACC0000169,CUST000125,LU13F4D1IY30HW7VD7E9,PR001,BR004,EUR,OPEN,2024-04-01T10:40:14+00:00,
ACC0000170,CUST000126,LU314MCP7VR0L69CSIXF,PR006,BR003,EUR,OPEN,2024-10-16T17:21:58+00:00,
ACC0000171,CUST000126,LU816LTD1K0T4ZVQ2KNC,PR004,BR001,EUR,OPEN,2024-10-16T17:21:58+00:00,
ACC0000172,CUST000127,LU95GRDWRR8126SZ4JPF,PR004,BR006,EUR,OPEN,2025-07-24T17:26:28+00:00,
ACC0000173,CUST000128,LU150DNYR2VMG964WRBP,PR006,BR010,EUR,OPEN,2023-04-03T09:35:31+00:00,
ACC0000174,CUST000129,LU83X0NG2U6D1SJQD4U6,PR001,BR007,EUR,OPEN,2022-02-02T12:57:12+00:00,
ACC0000175,CUST000130,LU83C2EKHFQ8EXVDG0P4,PR001,BR001,EUR,OPEN,2021-06-21T06:42:39+00:00,
ACC0000176,CUST000131,LU50J1QJQ6T3321S0QN2,PR001,BR002,EUR,OPEN,2024-12-23T02:26:28+00:00,
ACC0000177,CUST000132,LU480JVB6QYGZLWYX1TY,PR003,BR004,EUR,OPEN,2022-02-23T19:06:27+00:00,
ACC0000178,CUST000133,LU7747FU8ZY96YEURAA8,PR004,BR002,EUR,OPEN,2026-01-02T13:59:22+00:00,
ACC0000179,CUST000134,LU3681B80Y4TIZ95UY0Z,PR001,BR001,EUR,OPEN,2024-06-19T20:18:02+00:00,
ACC0000180,CUST000135,LU85SGE2EFL6YIGPTETP,PR005,BR006,EUR,OPEN,2025-07-11T07:39:17+00:00,
ACC0000181,CUST000136,LU73YPRC0SWBDZXO9XGQ,PR001,BR003,EUR,CLOSED,2024-10-11T04:16:52+00:00,2024-10-11T06:01:00+00:00
ACC0000182,CUST000136,LU97XNTN2V2EPL60ZFKI,PR004,BR001,EUR,OPEN,2024-10-09T23:08:11+00:00,
ACC0000183,CUST000137,LU70HA6EVA2I3MTO9WPO,PR007,BR006,EUR,OPEN,2021-11-09T23:32:50+00:00,
ACC0000184,CUST000138,LU65NVDRUA9K1H6UBVWO,PR004,BR005,EUR,OPEN,2024-12-02T12:47:34+00:00,
ACC0000185,CUST000139,LU53V8K0G4U64LNGO0SD,PR005,BR005,EUR,OPEN,2021-11-14T20:20:19+00:00,
ACC0000186,CUST000140,LU96064T4ZFGUY8ZU379,PR002,BR001,EUR,OPEN,2022-04-12T23:56:01+00:00,
ACC0000187,CUST000141,LU612PIO3CPPLYZE0CJ3,PR002,BR003,EUR,OPEN,2024-07-01T15:20:16+00:00,
ACC0000188,CUST000142,LU19GNGHRAVKO7RDPJ0R,PR006,BR009,EUR,OPEN,2024-05-10T16:01:56+00:00,
ACC0000189,CUST000143,LU498RH8YGW7F3OSJXVD,PR004,BR007,EUR,CLOSED,2022-01-18T18:47:33+00:00,2022-01-18T18:47:33+00:00
ACC0000190,CUST000144,LU49904XEJZ0T678ZZLM,PR006,BR010,EUR,OPEN,2023-10-16T01:14:31+00:00,
ACC0000191,CUST000145,LU13TG157WPLY5Z0YBA6,PR006,BR007,EUR,OPEN,2026-01-19T09:00:23+00:00,
ACC0000192,CUST000145,LU512YG7YDUG2H60XUO5,PR005,BR003,EUR,CLOSED,2026-01-25T07:06:13+00:00,2026-01-25T22:06:05+00:00
ACC0000193,CUST000146,LU633AI60JA3UI1S59DI,PR008,BR003,EUR,OPEN,2022-03-31T09:43:52+00:00,
ACC0000194,CUST000147,LU34BKDG1W4HTIDAN4DZ,PR005,BR002,EUR,OPEN,2021-09-05T03:18:22+00:00,
ACC0000195,CUST000147,LU083AQRBDGJ76HBZ2XR,PR006,BR010,EUR,OPEN,2021-09-05T03:18:22+00:00,
ACC0000196,CUST000148,LU39TMF1ABMOCK317YNH,PR006,BR002,EUR,CLOSED,2021-04-14T16:25:37+00:00,2021-04-14T16:25:37+00:00
ACC0000197,CUST000149,LU01HB09X90YNX4YK69C,PR003,BR007,EUR,OPEN,2021-06-21T23:37:46+00:00,
ACC0000198,CUST000150,LU64YGRPTCECN77J0MQI,PR006,BR005,EUR,OPEN,2025-02-15T11:45:00+00:00,
ACC0000199,CUST000150,LU833GIA37XFLPC5OWNE,PR003,BR007,EUR,OPEN,2024-10-23T05:54:59+00:00,
ACC0000200,CUST000151,LU259LC95BAYEM2WEKO0,PR008,BR009,EUR,OPEN,2022-08-18T09:24:19+00:00,
ACC0000201,CUST000151,LU38DGB84RETQ5OTNDM7,PR001,BR003,EUR,OPEN,2022-07-16T09:22:42+00:00,
