customer_id,first_name,last_name,dob,country,created_at,updated_at
CUST000066,Rosemary,Barkholz,1998-01-27,Luxembourg,2021-07-29T05:16:15,2021-07-29T05:16:15
CUST000067,Rocco,Laroche,1981-02-28,France,2021-04-08T11:18:46,2025-11-09T06:30:34
CUST000068,Eleanor,Rädel,1972-02-09,Luxembourg,2023-07-09T15:46:35,2023-07-09T15:46:35
CUST000069,Hortense,Stey,1959-07-25,Luxembourg,2024-12-25T19:07:52,2024-12-25T19:07:52
CUST000070,Gillian,Fournier,1979-01-19,Luxembourg,2021-02-15T23:33:06,2021-02-15T23:33:06
CUST000071,Céline,Le Gall,2002-04-04,Luxembourg,2022-08-04T16:56:44,2022-08-04T16:56:44
CUST000072,Juergen,Potier,1974-08-23,Germany,2024-05-30T22:33:06,2024-05-30T22:33:06
CUST000073,Sylvester,Paffrath,2006-04-12,Luxembourg,2023-08-21T18:51:02,2023-08-21T18:51:02
CUST000074,Olivier,Mälzer,1978-06-22,Luxembourg,2025-07-23T18:10:00,2025-07-23T18:10:00
CUST000075,Adrian,Jones,2004-05-21,France,2021-12-21T21:36:26,2021-12-21T21:36:26
CUST000076,Anatoli,Austermühle,2002-03-15,Luxembourg,2023-08-09T12:14:47,2024-03-16T06:03:28
CUST000077,Tony,Hellwig,1948-01-26,Belgium,2022-04-16T20:40:42,2022-04-16T20:40:42
CUST000078,Theo,Bloch,1972-12-04,Luxembourg,2022-09-07T22:44:06,2022-09-07T22:44:06
CUST000079,Zeki,Oestrovsky,1981-11-01,Luxembourg,2025-01-10T19:41:51,2025-08-30T02:49:00
CUST000080,Nelly,Schmitt,1971-08-01,Luxembourg,2025-02-13T20:12:45,2025-03-07T11:22:16
CUST000081,Craig,Davies,2003-10-25,Luxembourg,2024-02-23T11:00:03,2024-02-23T11:00:03
CUST000082,Josh,Barth,2008-03-03,Luxembourg,2023-11-27T02:02:41,2023-11-27T02:02:41
CUST000083,Roger,Hamilton,1989-04-11,Luxembourg,2024-12-04T13:02:54,2025-02-26T23:01:15
CUST000084,Gemma,Colin,1954-01-11,Luxembourg,2022-08-01T06:57:23,2022-08-01T06:57:23
CUST000085,Susanne,Clarke,1979-05-10,Switzerland,2021-08-16T22:41:31,2021-08-16T22:41:31
CUST000086,Shaun,Rivière,1972-12-25,Luxembourg,2022-12-24T07:04:20,2022-12-24T07:04:20
CUST000087,Richard,Barber,1980-10-15,Luxembourg,2023-06-08T11:53:12,2023-06-08T11:53:12
CUST000088,Marine,Laine,1988-10-24,Luxembourg,2024-02-18T09:03:31,2024-02-18T09:03:31
CUST000089,Wolf-Dietrich,Auger,1998-02-27,Luxembourg,2022-03-08T18:32:45,2022-03-08T18:32:45
CUST000090,Ian,Vasseur,1999-09-03,Luxembourg,2021-12-15T17:14:45,2021-12-15T17:14:45
CUST000091,Hellmut,Murphy,1949-12-01,Luxembourg,2022-05-27T14:07:53,2022-05-27T14:07:53
CUST000092,Rigo,Seidel,2004-04-10,Luxembourg,2021-03-19T14:52:26,2022-10-28T14:48:52
CUST000093,Édith,Allard,2008-07-22,Germany,2025-02-23T14:36:13,2025-06-13T18:28:59
CUST000094,Patrick,Gröttner,1962-08-20,France,2025-09-30T06:11:08,2025-09-30T06:11:08
CUST000095,Michèle,Hande,2002-01-14,Luxembourg,2022-05-05T21:05:38,2022-05-05T21:05:38
CUST000096,Mike,Coste,1970-04-18,France,2022-05-03T02:44:27,2022-05-03T02:44:27
CUST000097,Hans-H.,Pichon,2000-04-25,Luxembourg,2021-11-19T01:40:38,2024-11-29T01:51:34
CUST000098,Jenny,Boulanger,1972-05-19,Luxembourg,2023-03-14T02:59:01,2023-03-14T02:59:01
CUST000099,Terry,Jean,2007-03-03,Germany,2025-04-18T02:13:43,2025-04-18T02:13:43
CUST000100,Stephen,Caspar,1948-02-04,France,2021-04-11T10:38:00,2022-11-05T12:05:06
CUST000101,Ernst-Dieter,Texier,1958-06-03,Luxembourg,2021-07-29T14:26:25,2021-07-29T14:26:25
CUST000102,Sigmund,Rogner,1994-02-08,Luxembourg,2022-03-08T06:50:40,2022-03-08T06:50:40
CUST000103,Céline,Le Goff,1980-07-28,Luxembourg,2025-06-17T06:23:46,2025-06-17T06:23:46
CUST000104,Marica,Schüler,1990-03-12,Luxembourg,2022-07-25T20:07:52,2022-07-25T20:07:52
CUST000105,Lioba,De Sousa,1988-05-05,Luxembourg,2024-01-21T09:37:08,2024-01-21T09:37:08
CUST000106,Laetitia,Hernandez,1973-10-22,Luxembourg,2024-05-12T04:34:45,2025-07-08T00:51:22
CUST000107,Xaver,Johann,1980-08-03,France,2025-01-14T13:22:36,2026-02-08T10:49:21
CUST000108,Naomi,Metz,1989-12-17,France,2025-03-21T18:15:44,2025-03-21T18:15:44
CUST000109,Océane,Stroh,1953-12-24,Luxembourg,2022-09-02T23:05:08,2025-01-27T13:03:13
CUST000110,Lucy,Labbé,1983-01-01,Germany,2022-06-28T05:42:22,2024-12-28T14:20:55
CUST000111,Danielle,Sölzer,1992-08-09,Luxembourg,2022-02-19T03:17:37,2022-02-19T03:17:37
CUST000112,Kathleen,Schaaf,2008-01-18,Luxembourg,2022-06-17T23:10:06,2022-06-17T23:10:06
CUST000113,Agathe,Griffiths,2004-03-08,Switzerland,2023-12-12T07:04:01,2024-08-16T10:33:31
CUST000114,Aimée,Heintze,1993-04-06,France,2021-06-29T05:54:06,2021-06-29T05:54:06
CUST000115,Chloe,Linke,1992-12-12,Luxembourg,2023-12-17T00:40:45,2023-12-17T00:40:45
CUST000116,Erik,Briggs,2002-05-16,Luxembourg,2023-03-23T20:22:13,2023-03-23T20:22:13
CUST000117,Bethan,Becker,1989-10-03,Luxembourg,2023-12-02T03:58:52,2023-12-02T03:58:52
CUST000118,Antonina,Linke,1990-08-23,Luxembourg,2021-07-18T07:33:23,2021-07-18T07:33:23
CUST000119,Ines,Webster,1964-02-17,Belgium,2024-03-09T19:05:50,2024-03-09T19:05:50
CUST000120,Catherine,Bouvet,1998-05-20,Luxembourg,2023-11-23T04:33:37,2024-05-27T21:40:57
CUST000121,Angela,Morris,1982-06-05,Luxembourg,2022-05-18T18:14:23,2022-05-18T18:14:23
CUST000122,Valérie,Delaunay,2008-05-14,France,2021-05-23T21:29:08,2021-05-23T21:29:08
CUST000123,Christopher,Auger,2006-05-21,Luxembourg,2024-11-24T06:56:43,2026-01-31T18:56:45
CUST000124,Ian,Tlustek,2007-02-23,Luxembourg,2023-03-13T00:00:33,2023-03-13T00:00:33
CUST000125,Adèle,Picard,1972-11-13,Germany,2024-04-01T10:40:14,2024-04-01T10:40:14
CUST000126,Karolina,Menard,2002-02-03,France,2024-10-16T17:21:58,2024-10-16T17:21:58
CUST000127,Isaac,Langern,1984-11-09,Luxembourg,2025-07-24T17:26:28,2025-07-24T17:26:28
CUST000128,Rosa-Maria,Saunders,1998-06-13,Luxembourg,2023-04-03T09:35:31,2023-04-03T09:35:31
CUST000129,Jason,Nerger,2001-05-19,Luxembourg,2022-02-02T12:57:12,2022-02-02T12:57:12
CUST000130,Constance,Bohlander,1980-07-06,France,2021-06-21T06:42:39,2021-06-21T06:42:39
CUST000131,Timothy,Bourdon,1993-07-14,France,2024-07-21T08:56:45,2025-07-26T07:22:43
CUST000132,Necati,Hethur,1978-09-03,Germany,2022-02-23T19:06:27,2022-02-23T19:06:27
CUST000133,Terence,Alves,1991-03-10,Luxembourg,2026-01-02T13:59:22,2026-01-02T13:59:22
CUST000134,Dorothée,Lehmann,1993-11-06,Luxembourg,2024-06-12T15:23:23,2024-07-20T13:53:33
CUST000135,Yves,Roussel,1989-04-04,Switzerland,2025-07-11T07:39:17,2025-07-11T07:39:17
CUST000136,Zenta,Gallet,1983-09-14,Luxembourg,2024-10-03T19:40:04,2024-10-11T06:03:37
CUST000137,Marianne,Hermighausen,1971-10-12,Luxembourg,2021-11-09T23:32:50,2021-11-09T23:32:50
CUST000138,Charlotte,Cox,1969-09-22,Luxembourg,2024-12-02T12:47:34,2024-12-02T12:47:34
CUST000139,Véronique,Bennett,1991-04-21,Switzerland,2021-11-14T20:20:19,2021-11-14T20:20:19
CUST000140,Abigail,Normand,1952-12-04,Luxembourg,2022-04-12T23:56:01,2022-04-12T23:56:01
CUST000141,Valérie,Ali,1993-05-15,France,2024-06-14T00:18:57,2026-02-09T22:34:10
CUST000142,Jenna,Eberhardt,2000-08-05,Luxembourg,2023-10-13T02:35:47,2024-08-09T16:17:56
CUST000143,Andrew,Reuter,1949-09-14,Germany,2022-01-18T18:47:33,2022-01-18T18:47:33
CUST000144,Glenn,Eberhardt,1979-12-09,Luxembourg,2023-10-16T01:14:31,2023-10-16T01:14:31
CUST000145,Cäcilie,Carre,2008-07-06,Luxembourg,2025-12-18T23:08:05,2026-01-27T14:49:50
CUST000146,Metin,Wagenknecht,2001-01-07,Belgium,2022-01-05T22:47:05,2022-06-25T07:54:46
CUST000147,Katherina,Delahaye,1959-11-10,Luxembourg,2021-09-05T03:18:22,2021-09-05T03:18:22
CUST000148,Othmar,Heath,1949-10-24,France,2021-04-14T16:25:37,2021-04-14T16:25:37
CUST000149,David,Gibson,1968-04-08,Luxembourg,2021-06-21T23:37:46,2021-06-21T23:37:46
CUST000150,Alain,Dupuy,1972-10-18,Luxembourg,2024-09-03T10:49:02,2025-07-21T10:15:10
CUST000151,Philippe,Ferreira,1943-03-09,France,2021-12-06T13:45:29,2025-11-03T01:45:07
CUST000152,Valerij,Huet,2003-11-16,Luxembourg,2025-04-12T09:16:09,2026-02-02T21:23:22
CUST000153,Stuart,Stroh,1963-07-11,Luxembourg,2022-04-06T13:07:37,2025-03-01T06:42:21
CUST000154,Milos,Adolph,1984-06-19,Luxembourg,2021-11-23T13:45:20,2021-11-23T13:45:20
CUST000155,Beth,Guichard,2004-01-08,Luxembourg,2024-07-02T15:20:40,2024-07-02T15:20:40
CUST000156,Théodore,Lucas,1949-09-17,Luxembourg,2024-01-05T04:37:50,2025-10-05T16:40:19
CUST000157,Lorraine,Speer,1964-10-16,Luxembourg,2022-07-19T18:29:39,2026-01-08T05:16:37
CUST000158,Marga,Butcher,1999-02-17,Luxembourg,2022-05-15T07:04:40,2026-01-09T05:29:55
CUST000159,Grégoire,Collet,1964-06-06,Belgium,2021-11-16T18:41:16,2025-03-02T11:25:14
CUST000160,Marian,Spencer,1991-04-15,Luxembourg,2022-06-11T16:34:52,2022-06-11T16:34:52
CUST000161,Guy,Hertrampf,1994-10-21,Belgium,2021-05-18T11:52:03,2021-05-18T11:52:03
CUST000162,Brigitte,Sölzer,1959-04-15,France,2024-12-19T11:54:38,2025-12-15T01:02:05
CUST000163,Karen,Blanchard,1993-11-21,France,2024-04-18T07:27:43,2024-04-18T07:27:43
CUST000164,Wilhelmine,Peron,1968-11-23,Luxembourg,2025-11-28T16:13:07,2026-01-07T09:38:16
CUST000165,Thibault,Roberts,1960-06-25,Luxembourg,2023-08-06T22:21:39,2023-08-06T22:21:39
CUST000166,Ingrid,Lemaître,1940-12-06,Luxembourg,2023-01-14T09:50:08,2025-09-12T21:46:08
CUST000167,Zacharie,Wright,1982-05-04,Luxembourg,2022-10-25T15:23:52,2025-10-16T18:08:14
CUST000168,Gerda,Dupuy,2004-01-11,Luxembourg,2024-02-08T11:28:59,2024-02-08T11:28:59
CUST000169,Marisa,Steckel,1994-02-21,France,2023-09-09T15:38:13,2024-09-30T17:23:38
CUST000170,Amanda,Bärer,1961-08-10,Luxembourg,2024-12-09T05:48:02,2024-12-09T05:48:02
CUST000171,Egon,Rohleder,1988-05-16,Luxembourg,2024-08-14T06:04:09,2024-12-07T14:57:08
CUST000172,Frédéric,Goncalves,2004-02-17,Luxembourg,2024-02-03T04:18:22,2024-02-03T04:18:22
CUST000173,Natasha,Monnier,1991-05-03,France,2025-04-27T02:44:00,2025-07-29T01:24:34
CUST000174,Mohamed,Nicolas,1951-12-11,Luxembourg,2026-01-06T23:58:19,2026-01-06T23:58:19
CUST000175,Isaac,Vidal,1999-02-11,Luxembourg,2023-05-15T08:27:05,2023-05-15T08:27:05
CUST000176,Mato,Vasseur,2005-04-15,France,2025-10-09T12:01:53,2025-12-25T06:50:27
CUST000177,Rose-Marie,Hewitt,1978-10-16,Luxembourg,2023-03-04T00:29:04,2024-08-04T21:11:08
CUST000178,Nils,Zänker,1960-07-27,France,2024-09-09T05:20:57,2025-02-02T12:44:43
CUST000179,Liliane,Lee,1992-11-01,Belgium,2024-07-16T00:11:46,2024-07-16T00:11:46
CUST000180,Raymond,Bien,1970-09-05,France,2023-02-03T02:24:46,2023-02-03T02:24:46
CUST000181,Thomas,Sorgatz,1971-12-20,Belgium,2024-03-19T00:17:34,2024-03-19T00:17:34
CUST000182,Élisabeth,Allen,1972-10-15,Luxembourg,2021-04-19T13:04:16,2023-03-08T12:18:59
CUST000183,Arthur,Weinhold,1994-01-03,Germany,2024-04-20T22:02:57,2024-04-20T22:02:57
CUST000184,Colette,Stumpf,1984-10-16,Luxembourg,2024-10-15T17:33:22,2024-10-15T17:33:22
CUST000185,Elliott,Mitchell,1981-05-03,Luxembourg,2021-11-15T05:04:52,2024-06-10T18:56:40
CUST000186,Charlie,Scholz,1991-10-01,France,2021-04-14T12:16:55,2021-04-14T12:16:55
CUST000187,Mitchell,Law,1994-06-17,Germany,2023-09-21T18:11:41,2025-06-19T09:18:21
CUST000188,Antonietta,Maillard,2001-03-20,France,2024-09-19T14:52:38,2024-09-19T14:52:38
CUST000189,Sarah,Kruschwitz,1953-06-15,Luxembourg,2021-08-24T15:21:13,2021-08-24T15:21:13
CUST000190,Diane,Speer,1988-08-13,Switzerland,2025-10-01T00:37:56,2025-10-01T00:37:56
CUST000191,Helene,Robertson,1981-09-08,Luxembourg,2024-06-30T23:15:11,2024-07-01T12:02:37
CUST000192,Valérie,Maurice,1972-08-24,Germany,2021-08-23T15:19:11,2024-03-24T13:30:48
CUST000193,Isabelle,Lefort,1952-04-21,France,2025-10-20T09:29:03,2025-10-20T09:29:03
CUST000194,Maureen,Michaud,1953-09-17,Belgium,2023-05-11T12:58:06,2023-05-11T12:58:06
CUST000195,Augustin,Bell,1999-04-07,France,2024-02-12T18:33:51,2024-10-13T14:39:07
CUST000196,Diana,Martel,1993-01-25,Luxembourg,2025-12-06T15:59:48,2026-01-20T16:41:32
CUST000197,Sylvie,Laurent,1992-03-07,Luxembourg,2024-01-31T21:04:01,2024-03-09T03:07:04
CUST000198,Émilie,Lacroix,1984-03-09,Luxembourg,2022-03-12T05:44:07,2025-06-09T10:41:42
CUST000199,Leonhard,Atzler,1958-05-13,Luxembourg,2023-06-28T22:57:57,2025-02-07T03:36:32
CUST000200,Hans-Henning,Cordier,1958-06-07,Luxembourg,2025-08-29T06:32:11,2025-08-29T06:32:11
CUST000201,Marietta,Speer,1984-08-04,France,2021-04-06T18:42:08,2021-04-06T18:42:08
CUST000202,Rita,Hölzenbecher,1962-09-23,Luxembourg,2022-07-17T11:04:16,2022-07-17T11:04:16
CUST000203,Victor,Scheuermann,1978-11-13,Luxembourg,2024-04-19T09:44:33,2024-04-19T09:44:33
CUST000204,Paige,Martin,1958-06-26,Luxembourg,2026-01-07T05:41:42,2026-01-07T05:41:42
CUST000205,Jacqueline,Berger,2008-05-20,Luxembourg,2024-08-11T19:48:09,2025-11-29T19:03:50
CUST000206,Udo,Ferrand,1984-05-04,Luxembourg,2022-08-26T19:36:22,2024-05-01T17:19:51
CUST000207,Christelle,Auger,1950-11-05,Luxembourg,2023-10-21T05:32:19,2023-10-21T05:32:19
CUST000208,Wilhelmine,Smith,1992-02-01,France,2023-07-15T11:18:08,2023-07-15T11:18:08
CUST000209,Benjamin,Gérard,1991-08-28,Luxembourg,2021-07-02T23:51:08,2021-07-02T23:51:08
CUST000210,Hartmut,Devaux,1994-06-01,Switzerland,2025-07-03T20:57:35,2025-07-03T20:57:35
CUST000211,Odette,Murray,1974-03-06,Belgium,2022-04-21T05:08:16,2024-01-14T11:44:42
CUST000212,Ingetraut,Hussain,1984-07-11,France,2021-12-10T09:54:44,2024-04-02T19:54:22
CUST000213,Carole,Louis,1962-08-17,Luxembourg,2024-01-08T20:12:11,2024-03-05T15:25:36
CUST000214,Émile,Joseph,1961-10-06,Germany,2023-03-22T14:45:03,2023-03-22T14:45:03
CUST000215,Daniel,Jones,1968-05-14,France,2023-09-27T11:55:36,2023-09-27T11:55:36
CUST000216,Myriam,Ferreira,2005-05-02,Luxembourg,2023-12-02T08:16:28,2024-02-19T04:20:03
CUST000217,Albert,Vallet,1999-08-04,Germany,2023-07-02T05:49:43,2023-07-02T05:49:43
CUST000218,Julien,Jopich,2003-11-24,Germany,2024-09-09T01:43:21,2024-09-09T01:43:21
CUST000219,Denis,Lee,1951-08-07,Luxembourg,2022-03-18T03:00:46,2022-03-18T03:00:46
CUST000220,Laetitia,Webster,1983-12-13,Luxembourg,2023-08-19T06:24:04,2023-08-19T06:24:04
CUST000221,David,Delaunay,2008-08-15,Luxembourg,2024-06-17T02:23:00,2024-06-17T02:23:00
CUST000222,Harry,Chambers,1970-08-25,Luxembourg,2023-02-20T10:55:12,2023-02-20T10:55:12
CUST000223,Élise,Geisler,2000-09-14,Luxembourg,2023-09-08T20:54:41,2025-03-03T12:19:27
CUST000224,Hannah,Stokes,1982-02-06,Belgium,2022-03-12T19:26:34,2022-03-12T19:26:34
CUST000225,Callum,Heuser,2004-07-01,Germany,2023-05-22T03:56:18,2023-05-22T03:56:18
CUST000226,Stéphane,Fry,1960-04-17,France,2022-04-01T08:00:35,2022-04-01T08:00:35
CUST000227,Gerhard,Hartung,1942-06-17,Luxembourg,2024-09-01T14:21:40,2025-05-19T16:36:41
CUST000228,Leigh,Mans,2008-09-26,Germany,2025-04-22T14:46:36,2025-04-22T14:46:36
CUST000229,Heinrich,King,1993-08-22,Belgium,2023-04-12T22:42:09,2023-04-12T22:42:09
CUST000230,Kirstin,Devaux,1992-07-15,Luxembourg,2021-09-03T11:44:51,2021-09-03T11:44:51
CUST000231,Jodie,Bolzmann,1973-09-26,Luxembourg,2021-03-06T01:19:33,2021-03-06T01:19:33
CUST000232,Kelly,Knight,2001-03-19,Luxembourg,2021-08-09T03:54:12,2021-08-09T03:54:12
CUST000233,Geraldine,Hill,1969-03-04,France,2023-09-28T10:26:14,2023-09-28T10:26:14
CUST000234,Wolfhard,Toussaint,2006-04-10,Switzerland,2023-01-23T23:22:03,2023-01-23T23:22:03
CUST000235,Alex,Newman,1990-05-25,Luxembourg,2021-07-15T21:14:26,2021-07-15T21:14:26
CUST000236,Justin,Armstrong,1990-07-02,Luxembourg,2024-02-21T04:12:32,2024-02-21T04:12:32
CUST000237,Grégoire,Garcia,1973-01-11,Luxembourg,2021-12-30T18:28:26,2021-12-30T18:28:26
CUST000238,Camille,Pruvost,1983-01-27,Luxembourg,2021-09-19T11:50:45,2021-09-19T11:50:45
CUST000239,Gottlieb,Mülichen,2007-05-07,Belgium,2021-08-14T11:58:44,2021-08-14T11:58:44
CUST000240,Belinda,Jourdan,2000-08-17,Luxembourg,2021-05-31T06:40:58,2025-12-02T12:31:18
CUST000241,Lucas,Wallis,2007-03-01,Luxembourg,2024-05-27T17:44:58,2024-05-27T17:44:58
CUST000242,Svetlana,Regnier,1980-01-18,Luxembourg,2021-10-04T05:33:21,2021-10-04T05:33:21
CUST000243,Markus,Bouchet,1981-08-06,Switzerland,2022-10-04T12:10:52,2024-06-19T18:33:13
CUST000244,Julian,Gérard,1998-02-05,Luxembourg,2021-07-13T00:52:29,2021-07-13T00:52:29
CUST000245,Édith,Wagenknecht,2004-12-14,Switzerland,2021-07-14T06:53:49,2021-07-14T06:53:49
CUST000246,Timothée,Rolland,1978-01-20,Luxembourg,2023-12-06T13:30:11,2023-12-06T13:30:11
CUST000247,Nath,Scheel,1983-03-16,Germany,2024-12-04T14:58:32,2025-07-24T16:59:20
CUST000248,Inès,Hamon,1973-03-13,Luxembourg,2022-12-26T11:46:28,2022-12-26T11:46:28
CUST000249,Tom,Connolly,2000-11-20,Luxembourg,2025-09-15T05:45:19,2025-11-01T12:06:13
CUST000250,Brett,David,1954-08-09,Luxembourg,2022-12-14T07:06:19,2022-12-14T07:06:19
CUST000251,Sibilla,Höfig,1988-01-09,Luxembourg,2025-10-18T12:25:46,2025-10-18T12:25:46
CUST000252,Leopold,Lee,1979-08-26,Luxembourg,2025-10-07T16:47:20,2025-10-07T16:47:20
CUST000253,Louis,Norris,1949-02-20,Luxembourg,2025-06-07T15:25:48,2025-06-07T15:25:48
CUST000254,Julia,Green,1981-12-28,Luxembourg,2021-07-22T12:47:41,2021-07-22T12:47:41
CUST000255,Hugh,Matthäi,1992-01-27,Luxembourg,2022-08-29T02:49:18,2022-08-29T02:49:18
