customer_id,first_name,last_name,dob,country,created_at,updated_at
CUST000023,Eileen,Raynaud,2000-02-03,France,2021-09-17T16:15:01,2022-10-13T09:38:02
CUST000024,Ronald,Briggs,2001-09-06,Luxembourg,2024-09-21T06:50:34,2025-11-14T04:03:01
CUST000025,Célina,Hiller,1969-04-23,Luxembourg,2024-04-19T19:38:32,2024-04-19T19:38:32
CUST000026,Charlene,Lloyd,1984-04-08,Luxembourg,2021-04-20T23:49:10,2021-04-20T23:49:10
CUST000027,Meryem,Rolland,2003-01-03,France,2021-08-16T13:20:15,2021-08-16T13:20:15
CUST000028,Susan,Kühnert,1948-06-03,Luxembourg,2023-06-29T20:09:40,2023-06-29T20:09:40
CUST000029,Celal,Duhamel,2003-12-19,Luxembourg,2023-03-11T14:34:43,2024-12-02T22:52:26
CUST000030,Guy,Bègue,2004-11-14,Luxembourg,2024-08-14T21:23:56,2024-08-14T21:23:56
CUST000031,Riza,Hale,1969-11-21,Luxembourg,2024-07-19T13:00:36,2024-10-12T09:55:56
CUST000032,Fredo,Vallet,2003-09-15,Luxembourg,2022-09-07T17:15:04,2022-09-07T17:15:04
CUST000033,Shannon,Weinhold,2004-08-26,Belgium,2025-10-21T10:37:15,2025-10-21T10:37:15
CUST000034,Anne,Matthews,1980-01-03,Belgium,2023-02-19T01:07:25,2023-02-19T01:07:25
CUST000035,Guillaume,Hughes,1983-07-02,Luxembourg,2021-02-21T08:06:27,2023-05-26T07:04:50
CUST000036,Frédéric,Techer,1948-08-10,Luxembourg,2025-11-07T08:28:52,2025-11-07T08:28:52
CUST000037,Sophie,Oliver,1983-05-07,Switzerland,2025-09-26T04:23:46,2025-09-26T04:23:46
CUST000038,Alice,Schenk,1994-10-16,Luxembourg,2025-08-22T19:01:36,2025-08-22T19:01:36
CUST000039,Annemie,Röhrdanz,1944-03-03,Luxembourg,2023-02-15T09:27:54,2023-02-15T09:27:54
CUST000040,Maggie,Clark,1950-04-19,Luxembourg,2021-10-27T08:31:02,2021-10-27T08:31:02
CUST000041,Vincent,Cook,1980-06-09,Luxembourg,2023-10-18T18:38:18,2023-10-18T18:38:18
CUST000042,Sylvio,De Sousa,1989-11-10,Luxembourg,2021-09-28T00:35:53,2021-09-28T00:35:53
CUST000043,Michelle,Smith,1980-02-03,Luxembourg,2025-06-05T08:53:17,2025-06-05T08:53:17
CUST000044,Antony,Walker,1954-04-12,Luxembourg,2024-11-07T00:48:03,2025-06-30T00:07:44
CUST000045,Joel,Buckley,1978-11-17,Luxembourg,2025-11-03T17:32:06,2025-11-03T17:32:06
CUST000046,Honoré,Wiek,1973-05-04,Belgium,2025-10-30T10:44:10,2025-10-30T10:44:10
CUST000047,Élodie,Bell,1993-12-11,Luxembourg,2023-05-15T19:27:27,2023-05-15T19:27:27
CUST000048,Brandon,Bähr,1998-01-03,France,2023-06-24T06:09:52,2023-06-24T06:09:52
CUST000049,Agnès,Henck,1993-11-09,Luxembourg,2024-11-18T09:02:05,2024-11-18T09:02:05
CUST000050,Olivier,May,1994-02-03,Belgium,2022-05-23T17:41:04,2022-05-23T17:41:04
CUST000051,Nath,Bohnbach,1960-09-05,Luxembourg,2021-06-24T14:22:38,2021-06-24T14:22:38
CUST000052,Malcolm,Delmas,1958-01-12,Luxembourg,2023-03-31T21:40:37,2023-03-31T21:40:37
CUST000053,Trude,O'Brien,1990-07-20,France,2023-02-20T03:48:21,2023-11-22T04:47:47
CUST000054,Lynda,Hahn,1964-03-24,Belgium,2024-08-16T18:56:59,2025-02-25T13:07:20
CUST000055,Hollie,Delannoy,1998-12-04,Luxembourg,2021-06-14T22:54:25,2023-05-07T00:46:01
CUST000056,Roderich,Brooks,2001-06-10,Germany,2023-01-22T18:08:28,2023-01-22T18:08:28
CUST000057,Rotraut,Price,1971-06-09,Belgium,2023-07-01T20:27:34,2023-07-01T20:27:34
CUST000058,Maurice,Maillot,1979-09-11,Belgium,2022-02-07T23:53:43,2023-03-20T18:42:13
CUST000059,Jacqueline,Wilson,2002-01-04,Luxembourg,2024-01-24T15:41:25,2024-09-24T07:03:33
CUST000060,Aimé,Neveu,1990-02-13,Belgium,2022-09-28T04:41:31,2022-09-28T04:41:31
CUST000061,Darren,Mercier,1974-09-26,Luxembourg,2022-10-19T19:23:44,2022-10-19T19:23:44
CUST000062,Vincent,Buisson,2006-06-20,Luxembourg,2022-03-08T20:07:42,2023-06-18T08:57:14
CUST000063,Roger,Jones,1979-07-11,Luxembourg,2023-08-22T05:02:27,2023-08-22T05:02:27
CUST000064,Wayne,Hudson,1999-07-22,France,2022-08-09T07:48:37,2022-08-09T07:48:37
CUST000065,Melissa,Henk,1990-01-10,Luxembourg,2024-10-12T06:10:29,2026-01-26T11:09:57
CUST000066,Malgorzata,Grein Groth,1981-08-15,France,2025-06-21T19:17:13,2025-06-21T19:17:13
CUST000067,Étienne,Williams,1948-12-06,France,2023-07-16T08:02:22,2023-07-16T08:02:22
CUST000068,Salvatore,Vollbrecht,1982-02-27,Switzerland,2023-02-14T08:27:47,2023-02-14T08:27:47
CUST000069,Margot,Robinson,2003-03-01,Luxembourg,2025-03-01T20:07:29,2025-03-01T20:07:29
CUST000070,Charles,Vogt,1971-07-21,Luxembourg,2024-05-22T14:54:04,2024-05-22T14:54:04
CUST000071,Luka,Menard,1999-12-01,Belgium,2022-01-11T19:06:58,2022-12-17T18:06:18
CUST000072,Laurent,Patterson,1999-09-15,Luxembourg,2023-03-30T20:57:41,2023-10-05T09:32:16
CUST000073,Hans-Dietrich,Misicher,1988-08-22,Luxembourg,2025-11-17T03:52:54,2025-11-17T03:52:54
CUST000074,Denis,Rogner,1951-10-27,France,2025-06-01T22:22:45,2025-06-01T22:22:45
CUST000075,Benoît,Watkins,1951-03-24,Belgium,2024-12-13T23:01:30,2024-12-13T23:01:30
CUST000076,Éric,Brun,1999-05-25,Germany,2025-03-31T05:33:50,2025-03-31T05:33:50
CUST000077,Zeki,Hamann,2004-12-10,Luxembourg,2023-12-25T01:59:56,2023-12-25T01:59:56
CUST000078,Samira,Gaillard,1983-03-08,Luxembourg,2022-06-04T09:22:39,2022-09-12T04:00:09
CUST000079,Abram,Hettner,1992-09-15,Luxembourg,2022-11-19T06:04:52,2024-07-16T06:49:44
CUST000080,Kaspar,Textor,1950-12-01,Belgium,2026-01-08T05:58:30,2026-01-08T05:58:30
CUST000081,Suzanne,Edwards,2008-05-25,Luxembourg,2024-09-08T11:52:57,2024-09-08T11:52:57
CUST000082,Laurent,Harloff,1968-10-08,Luxembourg,2023-06-12T14:55:24,2023-06-12T14:55:24
CUST000083,Inès,Freeman,2008-11-22,Germany,2022-07-12T10:01:06,2023-01-26T16:19:38
CUST000084,Terry,Girard,1940-01-13,Luxembourg,2021-05-09T20:16:00,2021-05-09T20:16:00
CUST000085,Lesley,Bell,1988-08-06,Luxembourg,2024-05-07T11:25:28,2024-05-07T11:25:28
CUST000086,Charles,Grégoire,1992-07-09,Germany,2024-09-16T09:32:36,2024-09-16T09:32:36
CUST000087,Claude,Muller,2008-12-18,Luxembourg,2024-02-06T22:19:33,2024-02-06T22:19:33
CUST000088,Joseph,Taylor,2006-01-25,Luxembourg,2023-03-24T22:10:15,2023-03-24T22:10:15
CUST000089,Ernst-Dieter,Smith,2008-04-05,Luxembourg,2022-02-05T00:53:12,2022-02-05T00:53:12
CUST000090,Simon,Reeves,1999-05-25,Luxembourg,2022-02-05T11:34:51,2022-10-17T21:12:45
CUST000091,Carole,Norris,1944-10-01,Belgium,2026-01-08T13:54:25,2026-01-08T13:54:25
CUST000092,Harald,Edwards,1951-12-07,Luxembourg,2023-03-11T03:33:14,2023-03-11T03:33:14
CUST000093,Rémy,Eigenwillig,1968-11-20,Germany,2025-12-08T22:22:51,2026-01-11T15:25:27
CUST000094,Leah,Mielcarek,1979-06-03,Luxembourg,2024-01-10T19:25:55,2024-01-10T19:25:55
CUST000095,Suse,Petit,1991-02-14,Switzerland,2025-01-13T00:02:30,2025-12-17T06:06:37
CUST000096,Else,Turner,2000-11-09,France,2025-09-13T16:28:18,2025-12-12T22:56:25
CUST000097,Élise,Guillou,1989-10-09,Luxembourg,2023-03-19T08:50:15,2023-07-31T23:51:52
CUST000098,Franjo,Bohnbach,2001-04-25,Luxembourg,2024-05-07T02:52:55,2024-05-07T02:52:55
CUST000099,Alexandrie,Franke,1982-03-16,Luxembourg,2023-04-28T07:32:36,2023-04-28T07:32:36
CUST000100,Marlis,Campbell,1959-05-18,Luxembourg,2022-10-01T05:35:28,2022-10-01T05:35:28
CUST000101,Hilary,Bailey,1971-09-25,Luxembourg,2025-03-04T19:27:59,2025-03-04T19:27:59
CUST000102,Clifford,Webb,1978-01-03,Luxembourg,2024-07-25T01:43:29,2024-07-25T01:43:29
CUST000103,Rémy,Gautier,1990-06-16,Luxembourg,2024-01-18T15:48:01,2024-01-18T15:48:01
CUST000104,Andrea,Maillard,1972-06-23,Luxembourg,2023-09-25T06:51:31,2023-09-25T06:51:31
CUST000105,Edda,Wagner,2003-06-04,France,2022-09-12T21:09:52,2022-09-12T21:09:52
CUST000106,Hansjürgen,Thomson,1972-12-19,Switzerland,2025-08-02T15:09:06,2025-08-02T15:09:06
CUST000107,Amalia,Hermann,1938-04-10,Luxembourg,2022-08-26T03:31:22,2022-08-26T03:31:22
CUST000108,Éric,Davison,1973-05-02,Switzerland,2025-10-30T20:49:35,2025-10-30T20:49:35
CUST000109,Baldur,Le Roux,1949-08-04,Belgium,2026-01-03T04:43:20,2026-01-03T04:43:20
CUST000110,Lucie,Fritsch,1992-03-02,Luxembourg,2025-03-09T21:27:42,2025-03-09T21:27:42
CUST000111,Angela,Cole,2008-02-19,France,2021-07-31T04:46:25,2021-07-31T04:46:25
CUST000112,John,Sanchez,1962-02-08,Luxembourg,2024-08-30T15:34:31,2024-08-30T15:34:31
CUST000113,Kieran,Fowler,1973-09-13,Luxembourg,2024-11-21T03:03:43,2024-11-21T03:03:43
CUST000114,Constanze,Kennedy,1981-05-19,France,2021-12-19T22:46:57,2022-11-07T17:40:37
CUST000115,Augustin,Knappe,1982-11-03,Luxembourg,2022-08-08T15:52:08,2022-08-08T15:52:08
CUST000116,Agathe,Normand,2001-08-23,Luxembourg,2023-08-08T13:15:30,2023-08-08T13:15:30
CUST000117,Margot,Monnier,1992-12-28,Luxembourg,2023-02-09T20:43:53,2025-10-07T20:34:58
CUST000118,Jane,Morris,1978-04-14,Luxembourg,2023-01-14T02:23:55,2023-01-14T02:23:55
CUST000119,Isaac,Pasquier,1948-03-03,Luxembourg,2023-09-28T08:35:25,2023-09-28T08:35:25
CUST000120,Joseph,Bennett,1962-08-04,Luxembourg,2023-09-17T10:04:25,2023-09-17T10:04:25
CUST000121,Lydia,Taylor,1950-09-16,Luxembourg,2021-06-18T11:37:36,2024-03-15T21:39:56
CUST000122,René,Boutin,1984-02-08,Switzerland,2026-01-06T17:20:43,2026-01-06T17:20:43
CUST000123,Alex,Lelièvre,2005-11-27,Luxembourg,2021-06-19T15:16:56,2022-12-15T22:26:59
CUST000124,Luc,Killer,1989-08-09,Luxembourg,2024-10-30T21:19:53,2024-10-30T21:19:53
CUST000125,Marianna,Hubert,1984-08-12,Luxembourg,2023-11-09T03:13:48,2023-11-09T03:13:48
CUST000126,Margaux,Alexandre,1962-07-23,Luxembourg,2024-07-12T19:16:31,2025-09-13T01:49:09
CUST000127,Karl-Heinrich,Leleu,2008-06-09,Luxembourg,2024-07-24T08:52:04,2024-07-25T06:19:30
CUST000128,Nikola,Bond,1980-08-14,Luxembourg,2025-07-14T09:02:04,2025-07-14T09:02:04
CUST000129,Paula,Baum,1969-08-25,Luxembourg,2023-05-25T08:32:52,2023-05-25T08:32:52
CUST000130,Raymond,Blin,1951-12-16,Luxembourg,2023-02-28T02:42:12,2024-06-24T20:18:29
CUST000131,Arnim,Godard,1980-07-03,Luxembourg,2022-02-02T03:39:56,2022-02-02T03:39:56
CUST000132,Murat,Fitzgerald,1998-03-16,Belgium,2023-08-10T10:09:59,2023-08-10T10:09:59
CUST000133,Edeltraut,Clark,1998-08-16,Luxembourg,2025-10-24T08:41:41,2025-10-24T08:41:41
CUST000134,Karl,Beyer,2000-09-24,Belgium,2021-09-19T12:48:30,2021-09-19T12:48:30
CUST000135,Amanda,Dijoux,1971-06-26,Luxembourg,2021-02-22T14:40:15,2021-02-22T14:40:15
CUST000136,Joyce,Singh,1990-10-22,Luxembourg,2022-05-22T07:28:07,2022-05-22T07:28:07
CUST000137,Vanessa,Marchal,1982-09-25,Luxembourg,2024-12-30T08:20:48,2025-05-25T21:04:54
CUST000138,Christoph,Wall,1943-10-13,Luxembourg,2024-08-13T21:00:10,2024-08-13T21:00:10
CUST000139,Terry,Baker,1969-07-13,Switzerland,2022-06-02T05:11:09,2022-06-02T05:11:09
CUST000140,Clifford,Gordon,2007-10-11,Belgium,2024-11-13T15:00:07,2024-11-13T15:00:07
CUST000141,Mathias,Textor,1954-12-05,Luxembourg,2022-06-09T05:23:53,2022-06-09T05:23:53
CUST000142,Birthe,Olivier,1972-06-20,France,2021-10-22T04:08:08,2025-01-14T19:41:23
CUST000143,Gisa,Stey,1949-12-25,Luxembourg,2025-09-22T12:28:09,2025-09-22T12:28:09
CUST000144,Clive,Pearce,2006-11-10,Switzerland,2021-11-22T10:33:46,2021-11-22T10:33:46
CUST000145,Berta,Bailly,2006-12-28,Luxembourg,2022-07-16T12:26:55,2022-07-16T12:26:55
CUST000146,Hasso,Zimmer,1954-06-26,Luxembourg,2024-03-04T08:21:20,2024-03-04T08:21:20
CUST000147,Lynda,Stanley,2000-07-19,France,2022-08-28T01:24:22,2022-08-28T01:24:22
CUST000148,Thoralf,Dobson,2005-07-20,France,2025-05-10T20:09:03,2025-07-05T10:06:16
CUST000149,Loni,Thompson,1999-05-15,Luxembourg,2021-03-15T20:06:52,2025-02-28T07:54:41
CUST000150,Roland,Adams,1949-09-06,Luxembourg,2024-01-24T06:37:53,2024-09-12T15:16:14
CUST000151,Albert,Hamel,1981-12-09,Luxembourg,2023-09-11T07:12:57,2023-09-11T07:12:57
CUST000152,Margot,Hecker,1991-02-08,Luxembourg,2024-03-05T21:19:34,2024-03-05T21:19:34
CUST000153,William,Lambert,1942-01-27,France,2023-06-17T10:07:56,2023-06-17T10:07:56
CUST000154,Christelle,Baker,1958-12-02,Belgium,2025-05-07T22:03:44,2025-08-27T01:35:06
CUST000155,Cécile,Schuchhardt,1973-10-26,Luxembourg,2022-09-28T08:39:36,2022-09-28T08:39:36
CUST000156,Gordon,Booth,1969-11-22,Germany,2021-12-13T12:27:32,2024-09-12T13:47:00
CUST000157,Roger,Caron,2005-08-02,Luxembourg,2022-03-29T22:09:57,2022-03-29T22:09:57
CUST000158,Charlene,Hamel,1989-07-06,Luxembourg,2025-09-17T12:32:55,2025-11-27T13:34:05
CUST000159,Renée,Hartmann,1982-03-09,Belgium,2025-03-22T16:34:10,2025-07-15T07:29:13
CUST000160,Suzanne,Weston,1972-02-15,Switzerland,2022-04-27T22:59:42,2023-04-13T10:31:13
CUST000161,Frédérique,Rivière,1959-11-13,Switzerland,2025-11-12T03:37:56,2025-11-12T03:37:56
CUST000162,Frank-Michael,Stahr,1974-05-18,Luxembourg,2024-04-04T19:07:48,2024-04-04T19:07:48
CUST000163,Yvonne,Stephens,1970-07-27,France,2024-04-13T18:28:25,2024-04-13T18:28:25
CUST000164,Elfi,Norman,2004-10-18,Luxembourg,2023-01-03T09:43:33,2023-01-03T09:43:33
CUST000165,Marjan,Williams,1981-12-10,France,2022-02-12T03:22:47,2022-02-12T03:22:47
CUST000166,Noémi,Mende,1952-08-04,Luxembourg,2025-09-11T17:46:17,2025-09-11T17:46:17
CUST000167,Kata,Diaz,1989-12-23,Belgium,2024-09-08T19:44:50,2024-09-08T19:44:50
CUST000168,Kreszenz,Jones,1971-11-04,Germany,2024-08-05T14:43:02,2025-03-10T21:27:05
CUST000169,Robert,Buchholz,2008-04-15,Luxembourg,2023-02-18T05:13:32,2023-07-22T13:26:03
CUST000170,Mitchell,Maillard,1942-09-21,Luxembourg,2024-07-05T14:50:05,2024-07-05T14:50:05
CUST000171,Marcus,Francis,1938-08-03,France,2021-04-21T23:55:07,2021-04-21T23:55:07
CUST000172,Nicolas,Täsche,1993-10-07,Luxembourg,2025-11-02T12:07:09,2025-11-02T12:07:09
CUST000173,Maryse,Andre,1998-04-11,Germany,2021-02-23T10:49:31,2021-02-23T10:49:31
CUST000174,Rupert,Riehl,1943-09-09,Germany,2022-01-22T04:05:37,2022-01-22T04:05:37
CUST000175,Senol,Leclerc,2008-06-26,Germany,2023-11-17T13:32:30,2023-11-17T13:32:30
CUST000176,Reinhard,Harding,2003-12-14,Luxembourg,2021-08-31T02:37:19,2021-08-31T02:37:19
CUST000177,Paulette,Palmer,1970-10-04,Luxembourg,2023-01-03T23:20:17,2023-03-12T08:06:13
CUST000178,Adrienne,Weller,1968-11-17,Luxembourg,2021-05-22T10:09:05,2021-05-22T10:09:05
CUST000179,Monique,Renner,1991-07-22,Luxembourg,2024-11-23T17:47:45,2024-11-23T17:47:45
CUST000180,Janice,Bartlett,2007-03-03,Luxembourg,2025-10-15T07:48:38,2025-12-28T06:57:13
CUST000181,Heinz-Peter,Mälzer,1940-05-15,Luxembourg,2024-10-13T05:22:41,2024-10-13T05:22:41
CUST000182,Angelo,Kallert,1968-11-21,Belgium,2025-10-24T13:55:32,2025-12-05T08:00:20
CUST000183,Josephine,Ullrich,1993-07-11,Germany,2024-07-07T10:52:07,2024-07-07T10:52:07
CUST000184,Zoé,Eckbauer,2008-06-22,Luxembourg,2022-06-03T20:58:27,2022-06-03T20:58:27
CUST000185,Eleanor,Carlier,1994-02-03,Luxembourg,2024-04-17T09:57:17,2025-06-23T13:27:25
CUST000186,Lynne,Payne,2007-09-11,France,2024-08-13T23:30:12,2024-08-13T23:30:12
CUST000187,Anne,Pinto,1968-07-28,Belgium,2021-07-24T11:29:19,2024-03-21T05:22:02
CUST000188,Benoît,Kramer,1990-09-07,Luxembourg,2025-03-23T18:02:20,2025-03-23T18:02:20
CUST000189,Heiner,Junken,1998-09-12,Luxembourg,2023-06-30T02:56:34,2023-06-30T02:56:34
CUST000190,Kirstin,Holsten,1958-09-25,Germany,2025-11-10T08:55:00,2025-11-10T08:55:00
CUST000191,Jann,Lelièvre,1948-12-09,Luxembourg,2023-06-13T15:54:30,2024-10-05T15:41:32
CUST000192,Océane,Barnett,1952-01-06,Belgium,2025-12-10T03:21:10,2025-12-10T03:21:10
CUST000193,Helmut,Rees,2006-11-01,Luxembourg,2025-08-20T19:02:51,2025-08-20T19:02:51
CUST000194,Simon,Hoarau,1992-03-12,Luxembourg,2023-11-19T11:07:57,2024-03-30T10:33:37
CUST000195,Virginie,Loiseau,1963-03-25,France,2021-10-26T02:33:03,2021-10-26T02:33:03
CUST000196,Olivier,Reynaud,1971-10-15,Luxembourg,2022-12-16T09:22:42,2023-06-11T04:48:09
CUST000197,Geoffrey,May,1994-05-22,France,2025-04-06T13:21:33,2025-04-06T13:21:33
CUST000198,Hildegard,Wilms,1993-07-20,Luxembourg,2022-11-11T18:17:04,2022-11-11T18:17:04
CUST000199,Gundolf,Jenkins,2003-05-10,Luxembourg,2021-03-10T15:46:29,2021-03-10T15:46:29
CUST000200,Geoffrey,Langlois,1993-07-18,France,2025-05-18T21:39:19,2025-05-18T21:39:19
CUST000201,Inès,Langlois,1972-02-13,Belgium,2021-06-26T01:40:36,2021-06-26T01:40:36
CUST000202,Sian,Kruschwitz,1994-06-19,Luxembourg,2024-07-25T03:20:49,2025-06-14T13:43:36
CUST000203,Joe,Allain,1991-01-11,Luxembourg,2025-01-14T02:42:09,2025-10-22T04:07:32
CUST000204,Teresa,Henry,2005-02-08,Luxembourg,2024-07-12T19:05:37,2024-07-12T19:05:37
CUST000205,Josh,Foster,1992-12-11,Luxembourg,2022-07-22T00:16:30,2022-07-22T00:16:30
CUST000206,Stéphanie,Gill,1980-09-07,Belgium,2024-02-05T02:41:58,2024-02-05T02:41:58
CUST000207,Anny,Speer,1949-03-08,Luxembourg,2023-04-20T21:45:55,2023-04-20T21:45:55
CUST000208,Christian,Miah,1978-11-03,Luxembourg,2025-04-29T19:25:38,2025-04-29T19:25:38
CUST000209,Claude,Niemeier,1980-08-22,Belgium,2025-12-04T10:56:58,2025-12-04T10:56:58
CUST000210,Aurore,Schuster,1942-11-11,Luxembourg,2021-09-14T19:11:02,2021-09-14T19:11:02
CUST000211,Imelda,Gay,1978-05-19,Luxembourg,2025-06-09T21:10:17,2025-06-09T21:10:17
CUST000212,Nath,Arnold,1994-01-12,Germany,2021-10-11T00:52:10,2021-10-11T00:52:10
CUST000213,Elise,Russell,1944-10-20,Luxembourg,2025-01-22T05:40:23,2025-01-22T05:40:23
CUST000214,Sören,Wright,1949-01-15,Belgium,2025-12-26T17:12:12,2025-12-26T17:12:12
CUST000215,Mona,Fernandez,1991-09-05,Switzerland,2024-12-15T08:49:46,2024-12-15T08:49:46
CUST000216,Ramona,Henk,1962-12-03,Luxembourg,2022-08-04T18:18:59,2022-08-04T18:18:59
CUST000217,Catrin,King,1971-09-17,France,2024-03-21T05:35:23,2024-03-21T05:35:23
CUST000218,Andy,Junk,1991-06-22,Luxembourg,2023-12-21T08:39:19,2023-12-21T08:39:19
CUST000219,Claire,Monnier,2006-07-10,Luxembourg,2022-05-27T20:02:21,2022-05-27T20:02:21
CUST000220,Miodrag,Schenk,1983-06-10,Switzerland,2024-06-16T09:53:49,2024-06-16T09:53:49
CUST000221,Martyn,Boyle,1974-05-18,Luxembourg,2023-12-02T04:22:42,2024-04-25T08:33:26
CUST000222,Émile,Fouquet,1981-09-12,Luxembourg,2023-10-02T06:06:54,2023-10-02T06:06:54
CUST000223,Adele,Reed,1998-08-07,Luxembourg,2022-04-18T01:00:28,2022-04-18T01:00:28
CUST000224,Alice,Ellis,1988-02-17,Germany,2025-08-08T12:26:08,2025-08-08T12:26:08
CUST000225,Ljubica,Morin,1988-10-05,Luxembourg,2022-06-08T21:18:39,2022-06-08T21:18:39
CUST000226,Heinz-Willi,Süßebier,1958-10-26,Belgium,2024-11-05T10:41:10,2024-11-05T10:41:10
CUST000227,Thibault,Jackson,1989-04-15,France,2024-12-10T09:53:11,2024-12-10T09:53:11
CUST000228,Birgitta,Ward,1998-08-27,Luxembourg,2025-12-22T20:56:38,2026-02-05T16:44:10
CUST000229,Georgina,Kitzmann,1968-07-17,Luxembourg,2022-07-03T03:19:28,2025-11-28T20:26:00
CUST000230,Sandra,Jäkel,1978-05-02,France,2024-04-12T22:58:19,2024-04-12T22:58:19
CUST000231,Herrmann,Mace,1998-09-28,Luxembourg,2021-11-02T05:34:25,2024-02-27T18:22:01
CUST000232,Thomas,Bernier,1990-03-27,Luxembourg,2023-01-05T11:44:42,2024-07-01T13:13:16
CUST000233,Hollie,Olivier,1951-01-13,Luxembourg,2023-02-17T04:16:43,2023-02-17T04:16:43
CUST000234,Nicole,Hofmann,2008-01-11,Belgium,2023-12-23T08:27:07,2024-07-24T02:32:11
CUST000235,Joan,Anderson,2005-08-23,Germany,2025-02-11T02:46:40,2025-02-11T02:46:40
CUST000236,Victoire,Collet,2008-01-09,Luxembourg,2022-05-25T04:22:56,2022-05-25T04:22:56
CUST000237,Agnès,Hernandez,1970-07-04,Germany,2023-02-22T23:07:52,2023-02-22T23:07:52
CUST000238,Mathilde,Clarke,2008-11-26,France,2021-08-28T18:37:56,2021-08-28T18:37:56
CUST000239,Bernard,Harris,1950-09-01,France,2026-01-06T06:02:16,2026-01-06T06:02:16
CUST000240,Lucie,Dobes,2001-01-20,Luxembourg,2025-12-23T15:09:44,2025-12-23T15:09:44
CUST000241,Henriette,Möchlichen,1974-09-12,Luxembourg,2025-08-07T01:13:35,2025-08-07T01:13:35
CUST000242,Thies,Gorlitz,1970-09-01,Luxembourg,2025-02-14T07:12:14,2025-02-14T07:12:14
CUST000243,Philippe,Drewes,1992-05-24,Luxembourg,2021-09-12T12:59:49,2021-09-12T12:59:49
CUST000244,Andrée,Briemer,1969-02-25,Luxembourg,2023-12-14T17:46:33,2023-12-14T17:46:33
CUST000245,Harriet,Collier,1992-11-06,Germany,2025-01-28T04:11:07,2025-08-02T00:25:08
CUST000246,Suzanne,Wells,1978-03-03,France,2025-01-06T14:27:15,2025-01-06T14:27:15
CUST000247,Paul,Pascal,1998-04-02,Luxembourg,2023-10-06T00:19:30,2023-10-06T00:19:30
CUST000248,Edeltraut,James,1940-08-09,Luxembourg,2022-10-01T09:05:46,2022-10-01T09:05:46
CUST000249,Philippine,Palmer,1964-11-11,Luxembourg,2024-04-03T00:53:23,2024-04-03T00:53:23
CUST000250,Konstantin,Scott,1991-07-11,Switzerland,2025-05-06T06:59:08,2025-05-06T06:59:08
CUST000251,Catherine,Howard,1988-09-09,Germany,2024-09-25T12:22:49,2024-09-25T12:22:49
CUST000252,Nigel,Toussaint,1978-03-18,Luxembourg,2021-12-30T09:38:46,2021-12-30T09:38:46
CUST000253,Rémy,Francis,1972-08-20,France,2022-07-17T09:19:33,2022-07-17T09:19:33
CUST000254,Jérôme,Tucker,1994-12-28,Belgium,2024-10-27T22:54:21,2024-10-27T22:54:21
